record;date;QLANG;Q1;PROV;PROV2;QAB;QBC;QON;Q0QC;Q0QCA;Q0QCB;Q0QCC;Q0QCD;Q0QCE;Q0QCF;Q0QCG;REGIO;FSA;POSTAL6;age;sexe;SCOL;FOYr1;FOYr2;FOYr3;FOYr4;LANGU;Q2r1;Q2r2;Q2r3;Q2r4;Q3r1;Q3r2;Q3r3;Q3r4;Q3r5;Q4;Q5r1;Q5r2;Q5r3;Q5r4;Q5r5;Q5r96;Q6r1;Q6r2;Q6r3;Q6r4;Q6r5;Q6r6;Q6r7;Q7;Q8r1;Q8r2;Q8r3;Q8r4;Q8r5;Q8r6;Q8r7;Q9r2;Q9r3;Q9r4;Q10Ar1;Q10Ar2;Q10Ar3;Q10Ar4;Q10Ar5;Q10Ar6;Q10Ar7;Q10Ar8;Q10Ar9;Q10Ar10;Q10Ar11;Q10Ar12;Q10Ar13;Q10Ar14;Q10Ar15;Q10Ar16;Q10Ar17;Q10Ar18;Q10Ar19;Q10Ar20;Q10Ar96;Q10Br1;Q10Br2;Q10Br3;Q10Br4;Q10Br5;Q10Br6;Q10Br7;Q10Br8;Q10Br9;Q10Br96;Q10Br97;Q11r1;Q11r2;Q11r3;Q11r4;Q11r5;Q11r6;Q11r7;Q11r8;Q11r9;Q11r10;Q11r11;Q11r12;Q11r97;Q12A2;Q12A3;Q12B2;Q12B3;Q12C2;Q12C3;Q13r1;Q13r2;Q13r3;Q13r4;Q14;Q15;Q16r1;Q16r2;Q16r3;Q16r4;Q16r5;Q16r6;Q16r7;Q17r1;Q17r2;Q17r3;Q17r4;Q17B;Q17C;Q17D;Q18r1;Q18r2;Q18r3;Q18r4;Q18r5;BORN;REVEN;POL;EMPLO;ETAT;PROP;PROP2;COL;COMMENTAIRE;Pond
68;2022-02-08;2;5;7;6;;;;;;;;;;;;;E8J;E8J2V4;6;2;4;0;0;0;1;1;5;1;2;1;1;0;0;0;0;2;0;2;3;0;0;0;4;4;2;2;2;1;1;2;5;2;2;2;2;2;2;6;6;3;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;4,00;4,00;12,00;12,00;8,00;8,00;4;1;2;3;2;2;3;5;5;5;3;3;4;5;4;4;3;2;;;2;4;4;2;5;1;2;99;6;3;1;1;4;Je fais tout ce que je peux pour recycler tout les produits recyclables et je fais attention à la polutio;1,09735
69;2022-02-08;1;4;5;4;;;59;;;;;;;;;;L3R;L3R4T2;2;2;5;0;0;0;5;2;5;4;2;4;1;0;1;1;1;2;0;2;0;0;0;0;1;1;1;1;5;4;4;6;3;5;3;3;5;5;5;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;0;0;2,50;2,50;5,00;5,00;5,00;4,50;4;3;2;1;2;2;2;3;2;4;1;4;3;4;4;4;4;1;;;1;1;5;1;5;2;3;3;3;1;1;2;1;;0,48313
70;2022-02-08;2;4;6;5;;;;16;;;46;;;;;1;J0L;J0L2R0;5;1;2;0;0;0;2;1;6;3;2;1;1;0;0;0;0;1;1;0;0;0;0;0;3;4;5;5;4;3;3;4;3;4;4;4;3;3;3;5;5;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3,00;999,00;12,80;10,10;6,00;5,10;4;2;3;1;2;2;4;2;2;5;5;4;5;5;5;2;1;4;;6;1;4;5;1;5;2;7;4;1;3;1;1;4;;1,12117
71;2022-02-08;1;3;2;2;63;;;;;;;;;;;;T4J;T4J1V6;4;1;3;0;0;0;1;2;4;1;2;4;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;7;3;3;3;3;3;3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;0;0;999,00;999,00;999,00;999,00;999,00;999,00;4;3;1;2;4;4;2;2;2;2;2;2;2;3;3;3;3;1;;;3;5;1;5;3;1;10;6;1;3;1;1;4;;2,43516
72;2022-02-09;1;3;5;4;;;55;;;;;;;;;;P3N;P3N1K9;4;1;6;0;0;0;2;2;5;2;1;1;1;0;0;0;0;5;0;0;0;4;0;0;;;;;;;;2;2;4;3;2;5;3;4;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;0;0;0,00;3,00;7,00;9,00;3,20;5,50;4;2;1;3;2;4;1;1;2;3;2;2;2;4;3;3;3;2;;;4;4;1;4;3;1;9;7;1;1;1;3;3;;0,46433
73;2022-02-08;1;4;3;3;;;;;;;;;;;;;S0K;S0K0J0;6;2;2;0;0;0;2;2;5;2;1;4;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;5;2;2;2;2;2;2;2;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;1;0;0;1;0;0;0;0;0;0;0;0;0;4,00;999,00;12,00;999,00;16,00;999,00;4;2;1;3;2;2;2;3;1;3;3;3;3;3;3;2;2;1;;;5;3;3;3;2;1;98;7;6;2;1;1;4;;0,95663
74;2022-02-08;1;5;5;4;;;52;;;;;;;;;;N4W;N4W2J7;2;1;5;0;0;0;1;2;5;2;1;5;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;5;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;2,00;2,00;9,10;10,10;5,50;6,50;3;2;1;4;1;1;2;4;4;3;4;3;3;4;4;4;4;4;;2;2;4;4;2;4;1;1;5;3;3;2;2;4;;0,52485
75;2022-02-08;1;4;10;6;;;;;;;;;;;;;A0G;A0G1E0;4;2;5;0;0;0;2;2;4;99;2;2;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;3;4;3;3;4;4;4;3;2;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;3,50;4,00;10,00;12,00;6,00;8,00;4;1;3;2;2;2;3;2;2;4;2;5;5;5;5;3;2;4;;5;2;3;3;1;5;1;9;5;2;3;1;1;4;;0,40966
76;2022-02-08;1;5;5;4;;;51;;;;;;;;;;K7K;K7K6W5;4;1;4;0;0;0;0;2;6;2;2;3;1;0;0;0;0;2;0;2;0;0;0;0;4;3;3;4;5;2;2;3;5;4;2;2;2;3;3;3;4;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1,80;1,90;6,40;4,80;5,20;5,20;4;2;1;3;2;2;1;2;1;4;1;2;3;3;2;2;3;2;;;5;4;3;3;3;1;3;7;2;5;3;2;3;;1,27776
77;2022-02-08;1;5;3;3;;;;;;;;;;;;;S6H;S6H3S2;3;1;2;1;0;0;0;2;5;5;2;2;0;0;0;1;0;2;1;0;0;0;0;0;3;3;3;3;3;3;3;2;3;3;2;3;4;4;3;5;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;5,60;7,10;18,40;18,30;16,00;14,70;1;3;2;4;1;2;1;4;4;4;4;4;3;2;2;3;3;3;3;;4;4;4;4;4;1;5;6;1;1;1;2;3;;1,31145
79;2022-02-08;1;5;1;1;;70;;;;;;;;;;;V3V;V3V2V6;2;1;5;1;0;0;2;2;7;4;6;7;1;0;1;1;1;2;1;2;0;0;0;0;4;4;4;4;5;4;5;1;4;3;4;4;4;3;4;4;3;4;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;6,80;6,50;17,80;17,80;12,40;10,80;4;1;3;2;2;1;1;2;3;4;3;2;3;1;2;3;4;3;8;;1;2;3;4;3;1;4;6;1;1;1;2;1;NA;0,60386
80;2022-02-08;1;3;5;4;;;50;;;;;;;;;;L9B;L9B0E6;3;1;5;0;0;0;1;2;4;2;2;4;0;0;0;1;0;3;0;0;0;4;0;0;;;;;;;;5;3;3;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2,50;3,50;999,00;999,00;999,00;999,00;4;2;1;3;2;2;3;3;3;3;3;3;3;3;3;3;3;1;;;3;3;3;3;3;1;98;5;96;1;1;2;1;;0,57316
81;2022-02-08;1;4;5;4;;;59;;;;;;;;;;M4S;M4S3H4;6;2;5;0;0;0;2;2;5;1;2;1;1;0;0;1;0;2;0;0;0;0;5;0;;;;;;;;5;5;1;1;1;1;1;1;5;5;4;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;4,00;4,00;12,00;12,00;8,00;8,00;1;2;3;4;1;1;4;5;3;5;5;3;3;5;5;5;4;3;6;;1;1;5;1;5;1;6;2;6;3;2;1;1;Check the age bands at the beginning of the survey: 64 to 55 makes no sense and overlaps another band. Other than that, thank you for asking my opinion! I am trying to reduce my waste, but sometimes manufacturers and retailers make it very hard, especially when they used to accept resuable bags and containers but then stopped during the pandemic. Some still won't touch my bags or even allow me to place them on the cash counter. I wash them after every use, and COVID is not spread through fomites, but cashie;0,66143
82;2022-02-08;1;4;6;5;;;;12;;;;;96;;;3;G5Y;G5Y0C4;2;1;2;0;0;1;3;1;6;5;1;1;0;0;0;1;0;2;0;0;0;4;0;0;;;;;;;;2;2;2;2;2;2;2;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;4,00;4,00;12,00;12,00;8,00;8,00;2;1;4;3;2;1;3;3;3;3;3;3;3;3;3;3;3;2;;;3;3;3;3;4;1;6;3;7;1;1;1;4;;1,24711
83;2022-02-08;1;4;3;3;;;;;;;;;;;;;S0A;S0A0L0;3;2;2;0;0;0;1;2;2;1;2;6;0;0;0;1;0;2;0;2;0;0;0;0;4;2;2;2;1;1;1;1;5;3;2;2;2;2;2;3;4;4;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;3,10;3,10;9,30;9,20;6,10;6,10;3;1;2;4;2;4;3;3;2;4;3;3;3;4;4;3;4;1;;;2;4;4;2;4;1;98;3;96;2;1;2;4;;0,90531
84;2022-02-08;2;4;6;5;;;;15;;96;;;;;;3;J0R;J0R1T0;4;2;4;0;0;0;3;1;5;2;2;4;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;5;3;4;3;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6,10;5,60;15,80;8,70;11,10;11,60;1;2;3;4;2;1;3;3;3;3;3;3;3;4;5;3;4;3;1;;3;3;3;3;3;1;10;4;1;2;1;1;4;;0,68796
85;2022-02-08;1;4;5;4;;;55;;;;;;;;;;P0L;P0L1N0;4;2;5;0;0;0;5;1;5;2;1;1;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;3;4;2;2;2;4;4;5;5;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;4,00;4,00;11,80;14,60;6,40;6,60;3;2;1;4;1;1;3;3;4;4;4;4;5;4;4;4;3;2;;;2;1;4;2;5;1;8;4;1;2;1;1;4;;0,20216
86;2022-02-08;2;5;6;5;;;;14;8;;;;;;;1;J6Y;J6Y1G3;3;1;4;2;0;0;1;1;5;2;1;1;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;5;5;2;1;1;1;1;1;4;5;3;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;6,00;5,00;10,00;10,00;12,00;12,00;4;1;2;3;2;2;3;5;3;4;5;4;4;5;5;1;3;3;6;;1;1;5;1;5;1;10;1;1;3;1;1;3;;1,27865
87;2022-02-08;2;5;6;5;;;;15;;17;;;;;;1;J7Z;J7Z0G7;3;1;3;0;0;0;2;1;6;3;1;1;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;4;2;2;2;2;2;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2,00;2,90;9,40;9,50;4,90;4,80;3;2;1;4;2;2;1;1;1;5;4;4;4;4;4;4;3;2;;;4;5;3;4;4;1;9;5;1;1;4;1;3;;1,12777
88;2022-02-08;1;4;4;3;;;;;;;;;;;;;R2V;R2V4J3;6;2;5;0;0;0;2;2;4;3;2;2;1;0;0;0;0;5;0;0;0;0;5;0;;;;;;;;4;5;4;3;3;2;3;3;5;5;5;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;3,50;3,50;10,00;10,00;6,50;6,00;1;2;3;4;2;2;2;3;3;4;3;3;3;5;4;3;2;3;3;;1;3;4;1;5;1;9;4;6;6;1;1;2;I believe this is a very serious matter and I think there are a lot of people who would be willing and capable to pay a little more to  support the process. Unfortunately there are also a lot of low income people or people on a fixed income that would not be able to afford to pay extra. There needs to be some kind of a system to make things more equitable for all people. There also needs to be more responsibility provided by large manufacturers/business.;0,38357
89;2022-02-08;1;4;2;2;61;;;;;;;;;;;;T2X;T2X2C3;3;2;5;0;0;0;1;2;5;5;2;5;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;4;3;4;3;3;3;4;4;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;;;1;0;0;0;0;1;1;0;0;0;0;0;0;999,00;999,00;2,00;2,00;2,00;2,00;1;2;4;3;2;2;3;3;3;3;3;3;3;4;4;4;3;3;1;;3;2;3;3;3;2;10;4;1;3;1;1;1;;0,62982
90;2022-02-08;1;3;5;4;;;59;;;;;;;;;;L6Z;L6Z1G9;4;2;5;0;0;0;3;3;6;2;2;2;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;5;3;4;3;3;3;4;4;3;3;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1,20;0,80;8,00;6,00;5,90;3,20;4;3;2;1;2;2;3;3;3;3;3;3;3;4;4;3;4;4;;6;2;4;4;2;5;1;11;4;6;3;1;1;2;;0,39993
91;2022-02-08;1;4;5;4;;;55;;;;;;;;;;K6H;K6H5B2;4;1;2;0;0;1;2;1;4;1;1;1;1;0;0;0;0;3;0;0;0;0;5;0;;;;;;;;1;4;3;4;4;4;5;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;8,00;6,00;14,50;15,00;11,00;12,00;4;1;2;3;2;2;4;2;2;3;2;3;2;4;4;4;3;3;2;;4;5;5;3;5;1;1;4;7;3;1;1;1;Only that verification of foods during this pandemic should be mandatory for verify by health department, so quality and safety of food is a must.;0,79021
92;2022-02-08;1;5;5;4;;;52;;;;;;;;;;N2B;N2B2R5;6;1;4;0;0;0;2;2;5;2;3;5;1;0;0;1;0;3;0;0;0;4;0;0;;;;;;;;6;5;4;5;4;4;3;3;5;5;3;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;2,20;2,70;9,00;10,00;5,50;6,00;4;3;2;1;1;2;3;4;3;5;5;3;4;5;5;5;5;1;;;1;5;5;1;5;2;7;4;6;2;1;1;3;;1,25077
93;2022-02-08;1;5;5;4;;;55;;;;;;;;;;P3B;P3B4C9;3;1;4;0;0;0;1;2;5;4;3;6;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;5;3;5;3;2;4;3;4;3;2;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;4,00;4,00;12,00;12,00;8,00;8,00;4;1;2;3;2;4;1;2;1;4;2;4;4;3;4;1;3;1;;;5;3;1;5;2;1;6;4;1;1;1;2;3;;1,57725
94;2022-02-08;1;5;10;6;;;;;;;;;;;;;A1V;A1V1K3;4;2;4;0;0;0;2;2;5;4;2;2;1;0;0;1;0;2;0;0;0;0;5;0;;;;;;;;5;3;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2,70;3,00;7,10;8,50;5,00;6,10;4;1;2;3;2;2;2;3;2;3;3;2;3;4;4;4;3;1;;;2;4;4;3;4;1;5;2;2;3;1;1;3;;1,12733
95;2022-02-08;2;3;6;5;;;;5;;;;;;;;3;J1L;J1L2M6;3;2;4;1;0;0;1;1;5;1;1;1;1;0;0;0;0;1;0;0;0;4;0;0;;;;;;;;1;5;5;1;1;1;4;4;5;5;5;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;3,50;2,90;11,40;10,90;7,40;5,80;1;3;4;2;1;1;5;5;5;5;5;5;5;5;5;5;5;3;6;;5;2;5;1;5;1;7;2;1;3;2;1;3;;1,00799
96;2022-02-08;1;5;5;4;;;59;;;;;;;;;;L4B;L4B4T9;4;2;2;0;0;0;0;2;7;99;99;99;0;0;0;0;1;2;0;0;0;0;5;0;;;;;;;;1;1;5;1;1;3;4;4;5;6;3;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;999,00;999,00;999,00;999,00;999,00;999,00;1;2;3;4;1;1;3;3;3;3;3;3;3;5;5;1;2;1;;;1;1;4;1;5;1;4;99;1;1;2;1;1;;1,10055
97;2022-02-08;1;4;2;2;63;;;;;;;;;;;;T1K;T1K6P1;3;1;6;2;0;0;1;2;5;4;2;1;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;6;4;3;2;2;2;3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;1;0;0;0;1;0;1;0;0;0;0;0;2,50;3,50;8,00;10,00;6,00;7,00;2;4;1;3;2;2;3;4;4;2;2;2;3;3;2;2;4;2;;;2;2;3;2;3;1;11;5;1;3;1;2;3;;1,85531
98;2022-02-08;1;5;3;3;;;;;;;;;;;;;S0A;S0A0X0;4;1;5;0;0;0;3;2;5;3;3;4;1;0;0;0;0;3;0;2;0;0;0;0;5;4;5;5;5;4;5;2;4;4;3;4;4;4;5;3;4;4;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;3,50;4,00;10,00;11,30;7,90;8,00;3;1;2;4;2;2;2;2;2;3;2;3;3;4;4;4;2;1;;;3;3;3;2;3;98;1;4;2;3;1;2;4;;0,30192
99;2022-02-08;1;3;4;3;;;;;;;;;;;;;R2G;R2G3N8;6;1;5;0;0;0;1;1;3;2;2;2;1;0;0;0;0;1;0;0;0;4;0;0;;;;;;;;4;3;3;2;3;3;3;3;2;2;2;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;0;0;0;2,40;1,40;7,00;3,90;3,60;2,00;4;2;1;3;3;3;1;1;1;3;3;3;3;4;4;2;2;1;;;4;4;2;4;2;1;9;99;6;3;1;1;2;;0,25585
100;2022-02-08;1;5;8;6;;;;;;;;;;;;;B1P;B1P5T2;5;1;3;0;0;0;0;2;6;2;2;6;1;0;0;1;0;2;0;0;0;0;5;0;;;;;;;;5;4;3;2;2;3;2;3;3;1;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;3,00;3,00;10,00;10,00;6,50;6,50;2;1;3;4;1;1;3;3;3;3;2;4;4;5;5;4;4;1;;;1;2;3;1;5;1;3;4;6;5;3;2;4;;1,17163
101;2022-02-08;1;5;5;4;;;57;;;;;;;;;;K2J;K2J4E8;2;1;5;0;0;0;0;2;5;1;1;1;0;0;1;0;0;2;0;0;0;4;0;0;;;;;;;;5;5;5;1;2;4;2;2;5;5;5;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;3,00;2,00;12,00;12,00;8,00;8,00;3;2;1;4;2;2;5;2;2;5;2;5;5;5;5;1;3;2;;;1;1;5;1;5;2;1;3;3;1;1;2;2;;0,52485
102;2022-02-08;1;4;5;4;;;54;;;;;;;;;;K0L;K0L1L0;6;1;5;0;0;0;1;2;4;2;2;4;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;5;2;4;2;2;3;3;3;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;;;;;;;;;;;;0;0;0;0;1;0;0;0;1;0;1;0;0;4,00;1,00;10,20;10,20;8,00;8,00;2;4;1;3;2;2;1;4;4;4;4;4;4;4;4;2;3;1;;;4;4;4;3;4;2;8;6;6;3;1;1;4;None;0,45452
103;2022-02-08;1;5;1;1;;70;;;;;;;;;;;V4A;V4A0A5;3;2;5;0;0;0;1;2;5;5;6;7;1;0;0;0;0;2;1;2;0;0;0;0;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;5,20;5,30;999,00;12,00;8,00;8,00;3;1;4;2;1;1;4;4;4;4;4;4;4;4;4;4;4;2;;;4;4;4;4;4;2;10;6;1;1;4;1;1;;0,86754
104;2022-02-08;1;5;5;4;;;55;;;;;;;;;;P3N;P3N1R8;4;2;4;0;0;0;3;1;7;4;2;5;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;4;5;5;5;5;3;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;0;0;0;0;1;1;0;0;1;0;0;0;0;3,00;3,00;10,60;10,60;7,10;7,00;3;1;2;4;2;3;3;3;3;3;3;4;4;4;4;5;1;2;;;3;2;3;2;4;1;11;4;1;3;1;1;4;;0,55630
105;2022-02-08;1;4;6;5;;;;6;;;;;;;;1;H1E;H1E7H8;4;1;5;0;0;0;1;2;5;2;2;2;0;0;0;0;1;3;0;0;0;0;5;0;;;;;;;;5;5;4;1;2;3;5;5;4;5;3;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;3,50;3,00;10,00;9,00;7,00;7,00;2;1;3;4;1;1;3;5;5;5;3;5;5;5;5;5;2;4;;4;1;5;5;2;5;1;11;3;1;3;1;1;1;I think this survey addresses an important topic. I have imagined how much of a reduction of waste there would be for even just cereal boxes to be replaced with reusable containers. I realize we can recycle cereal boxes but why not eliminate that altogether? I’ve been eating the same cereals for years, I don’t even keep the boxes when storing cereals in my pantry. Now imagine slowly expanding this to other food it;0,49542
106;2022-02-08;2;5;6;5;;;;14;96;;;;;;;3;J0K;J0K2R0;3;1;2;0;0;0;3;1;5;1;1;1;1;0;0;0;0;2;0;2;0;0;0;0;3;1;1;1;1;1;1;2;4;1;2;2;1;1;1;6;6;4;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;3,50;4,50;10,00;12,50;7,30;8,80;1;2;3;4;1;1;4;5;5;4;2;4;4;5;5;4;2;3;3;;1;5;5;1;5;1;8;1;1;1;1;1;4;;0,97780
107;2022-02-08;1;5;5;4;;;52;;;;;;;;;;N2C;N2C1A6;4;2;2;0;0;0;0;2;5;1;1;5;0;0;1;1;0;2;0;0;0;4;0;0;;;;;;;;5;1;3;3;4;4;3;4;2;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;999,00;999,00;999,00;999,00;999,00;999,00;3;2;1;4;2;4;3;5;5;5;3;5;5;4;4;2;3;2;;;3;3;3;3;3;1;1;99;1;1;4;2;2;I didn’t understand the packaging and reusable container questi;1,01987
109;2022-02-08;1;5;5;4;;;55;;;;;;;;;;P0L;P0L1C0;6;1;2;0;0;0;1;1;5;1;1;5;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;1;1;1;1;1;1;1;5;5;5;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;4,50;4,40;9,50;10,00;4,70;6,30;3;1;2;4;1;1;4;4;4;4;4;4;4;5;5;5;5;1;;;2;3;3;3;4;1;7;3;6;3;1;2;4;;0,68225
110;2022-02-08;2;4;6;5;;;;14;8;;;;;;;1;J6Y;J6Y2C9;4;1;6;0;1;1;0;1;7;2;1;7;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;5;3;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;1;0;1;0;1;0;0;0;0;0;0;0;0;4,00;4,00;12,00;12,00;8,00;8,00;4;3;2;1;3;3;1;1;1;2;1;3;3;2;2;1;2;2;;;4;2;2;4;2;1;12;5;1;2;1;1;1;;0,41807
111;2022-02-08;1;5;5;4;;;59;;;;;;;;;;L4H;L4H0N6;4;1;5;0;0;0;1;3;5;2;2;3;1;0;0;0;0;2;0;2;0;0;0;0;2;2;2;1;1;1;3;6;4;5;2;2;3;4;4;4;6;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;3,00;3,70;11,10;11,50;5,70;7,00;4;2;3;1;2;3;1;3;4;2;1;3;4;4;4;3;5;1;;;4;2;2;2;4;2;8;5;1;3;1;1;1;;0,50106
112;2022-02-08;1;5;6;5;;;;6;;;;;;;;1;H4A;H4A2X3;3;2;6;0;0;0;2;2;3;3;2;3;1;0;0;1;0;2;0;0;3;0;0;0;4;3;2;2;2;2;2;2;4;3;2;2;2;4;3;4;4;4;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;3,10;3,50;8,10;10,20;6,50;7,20;4;1;2;3;2;2;3;5;5;4;5;3;3;4;4;4;2;2;;;1;1;4;2;5;1;11;5;1;3;1;1;1;;0,63870
