record;date;QLANG;Q1;PROV;PROV2;QAB;QBC;QON;Q0QC;Q0QCA;Q0QCB;Q0QCC;Q0QCD;Q0QCE;Q0QCF;Q0QCG;REGIO;FSA;POSTAL6;age;sexe;SCOL;FOYr1;FOYr2;FOYr3;FOYr4;LANGU;Q2r1;Q2r2;Q2r3;Q2r4;Q3r1;Q3r2;Q3r3;Q3r4;Q3r5;Q4;Q5r1;Q5r2;Q5r3;Q5r4;Q5r5;Q5r96;Q6r1;Q6r2;Q6r3;Q6r4;Q6r5;Q6r6;Q6r7;Q7;Q8r1;Q8r2;Q8r3;Q8r4;Q8r5;Q8r6;Q8r7;Q9r2;Q9r3;Q9r4;Q10Ar1;Q10Ar2;Q10Ar3;Q10Ar4;Q10Ar5;Q10Ar6;Q10Ar7;Q10Ar8;Q10Ar9;Q10Ar10;Q10Ar11;Q10Ar12;Q10Ar13;Q10Ar14;Q10Ar15;Q10Ar16;Q10Ar17;Q10Ar18;Q10Ar19;Q10Ar20;Q10Ar96;Q10Br1;Q10Br2;Q10Br3;Q10Br4;Q10Br5;Q10Br6;Q10Br7;Q10Br8;Q10Br9;Q10Br96;Q10Br97;Q11r1;Q11r2;Q11r3;Q11r4;Q11r5;Q11r6;Q11r7;Q11r8;Q11r9;Q11r10;Q11r11;Q11r12;Q11r97;Q12A2;Q12A3;Q12B2;Q12B3;Q12C2;Q12C3;Q13r1;Q13r2;Q13r3;Q13r4;Q14;Q15;Q16r1;Q16r2;Q16r3;Q16r4;Q16r5;Q16r6;Q16r7;Q17r1;Q17r2;Q17r3;Q17r4;Q17B;Q17C;Q17D;Q18r1;Q18r2;Q18r3;Q18r4;Q18r5;BORN;REVEN;POL;EMPLO;ETAT;PROP;PROP2;COL;COMMENTAIRE;Pond
340;2022-02-09;1;5;1;1;;71;;;;;;;;;;;V8W;V8W1M8;3;2;6;0;0;0;2;2;6;6;5;7;0;0;0;1;0;2;1;0;0;0;0;0;4;4;4;2;3;3;4;3;4;4;3;3;2;2;3;4;4;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;2,50;2,40;8,00;8,10;5,10;5,70;4;1;2;3;2;1;3;3;3;3;4;3;4;4;4;4;3;3;4;;2;2;4;3;4;98;98;4;96;3;4;2;2;;1,32100
341;2022-02-09;1;5;5;4;;;59;;;;;;;;;;M1S;M1S4H7;5;1;4;0;0;0;1;2;5;2;2;5;1;0;0;1;0;3;1;2;0;0;0;0;4;4;5;3;3;4;3;2;3;4;5;4;3;4;3;6;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3,00;3,50;10,00;12,00;5,00;10,00;4;1;2;3;2;1;1;1;1;3;2;3;3;3;4;1;3;2;;;4;4;3;4;3;2;10;2;1;3;1;1;1;;1,58836
342;2022-02-09;1;4;2;2;61;;;;;;;;;;;;T3N;T3N0T4;2;2;5;1;0;0;1;3;4;3;1;4;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;1;2;4;3;2;4;4;4;2;3;3;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4,00;6,80;11,50;12,00;7,20;8,00;4;2;3;1;2;3;3;4;3;3;4;3;3;3;3;3;2;2;;;3;2;4;4;3;2;5;6;5;3;1;2;4;;0,79648
343;2022-02-09;2;4;6;5;;;;12;;;;;1;;1;2;G6V;G6V5B3;2;2;4;0;0;0;1;1;5;4;2;5;1;0;0;1;0;2;1;2;0;0;0;0;4;3;1;1;1;4;4;1;5;4;2;1;2;4;4;6;6;4;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;4,50;4,50;13,00;13,00;9,00;9,00;4;3;1;2;1;2;5;5;5;4;3;3;4;5;4;2;5;3;2;;1;2;5;2;5;1;3;5;4;1;4;2;3;;0,91517
344;2022-02-09;1;4;2;2;63;;;;;;;;;;;;T7E;T7E1S5;2;1;2;0;0;0;2;2;5;5;2;5;1;0;0;0;0;2;0;2;0;0;0;0;5;3;3;3;4;3;3;2;5;5;4;3;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2,40;2,90;7,20;8,60;5,00;5,40;3;1;2;4;2;1;4;3;4;4;4;3;4;5;5;5;3;3;4;;1;5;5;5;4;1;8;2;3;1;1;3;4;;4,50305
345;2022-02-09;1;5;1;1;;70;;;;;;;;;;;V3W;V3W1P5;4;2;2;0;0;1;1;2;7;2;1;1;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;6;5;5;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;1;0;0;2,00;999,00;6,70;999,00;999,00;999,00;3;2;1;4;2;4;2;2;2;2;2;2;2;3;2;3;2;1;;;3;3;3;2;4;1;9;1;2;3;1;1;1;;1,78502
346;2022-02-09;1;5;1;1;;70;;;;;;;;;;;V2X;V2X3K8;5;1;3;0;0;0;1;2;5;2;2;2;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;5;4;4;3;3;2;2;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;999,00;999,00;999,00;999,00;5,00;5,00;1;3;4;2;2;2;3;3;3;3;3;3;3;5;5;5;5;2;;;1;4;4;2;5;2;7;4;6;3;1;1;3;;1,09163
347;2022-02-09;1;5;1;1;;71;;;;;;;;;;;V9N;V9N1B4;4;2;5;0;1;1;2;3;6;1;2;2;1;0;0;0;0;2;0;2;0;0;0;0;2;3;4;1;4;4;5;5;3;5;4;2;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;3,20;3,30;9,00;10,20;6,00;7,00;3;1;4;2;2;1;3;2;4;5;5;3;2;4;4;3;5;3;1;;3;4;5;4;5;2;10;4;1;3;1;1;3;;0,98772
348;2022-02-09;1;5;7;6;;;;;;;;;;;;;E7P;E7P2V8;5;2;4;0;0;0;1;2;6;2;2;99;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;3;4;3;3;3;4;4;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;2,50;3,20;5,70;7,00;3,60;4,80;4;3;2;1;1;2;1;3;4;2;5;3;4;4;3;3;5;4;;3;1;1;5;1;5;1;5;4;6;2;1;1;4;;1,24921
349;2022-02-09;1;5;10;6;;;;;;;;;;;;;A0C;A0C1B0;4;2;2;1;1;0;1;2;5;99;99;99;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;1;1;1;1;1;1;1;5;5;5;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4,00;4,00;12,00;12,00;8,00;8,00;4;1;2;3;1;3;1;1;3;2;2;2;2;4;4;3;2;1;;;3;3;2;3;4;1;1;2;6;3;1;1;4;;1,27815
350;2022-02-09;1;5;1;1;;70;;;;;;;;;;;V7P;V7P2K9;5;2;4;0;0;0;2;3;5;4;2;5;1;0;0;0;0;2;1;2;0;0;0;0;4;3;3;3;1;1;1;5;4;4;3;4;1;2;3;6;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;2,00;3,00;9,00;8,00;6,00;6,00;2;1;3;4;2;4;3;3;2;3;4;3;3;4;4;4;3;1;;;1;4;5;1;5;1;10;3;6;3;1;1;1;;1,33098
351;2022-02-09;1;4;5;4;;;59;;;;;;;;;;L6X;L6X5P1;2;1;5;0;0;0;3;2;5;2;3;5;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;5;4;4;4;4;4;4;4;4;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3,30;3,60;12,70;10,50;8,60;7,30;2;1;4;3;4;4;3;2;3;3;3;3;3;3;3;4;2;1;;;3;3;2;4;3;1;5;4;3;1;1;2;1;;0,56637
352;2022-02-09;1;5;5;4;;;59;;;;;;;;;;M5T;M5T1K2;2;1;2;0;0;0;2;2;4;2;2;2;1;0;0;0;0;2;0;2;0;0;0;0;4;3;4;3;3;3;3;5;4;4;3;4;3;4;4;3;4;4;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4,90;3,20;13,10;10,20;8,70;6,80;3;1;2;4;2;1;2;3;3;4;3;3;4;3;4;2;3;1;;;3;4;3;4;2;1;2;5;3;1;1;2;1;;1,55854
353;2022-02-09;1;5;5;4;;;52;;;;;;;;;;L4N;L4N5K8;3;2;5;0;0;0;1;2;5;2;2;1;1;0;0;0;0;2;1;2;0;0;0;0;4;1;1;1;1;1;1;4;4;2;4;2;2;4;1;3;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;3,00;3,00;9,10;8,90;6,00;6,00;3;1;2;4;2;4;3;4;3;3;4;4;4;4;4;3;4;2;;;4;4;3;2;4;1;9;4;1;3;1;1;3;;0,67341
354;2022-02-09;1;5;4;3;;;;;;;;;;;;;R3T;R3T4J5;5;1;4;0;0;0;1;2;5;1;1;1;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;5;3;3;3;3;3;3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;0;0;999,00;999,00;999,00;999,00;999,00;999,00;4;2;1;3;3;3;2;3;2;2;2;2;2;3;3;1;3;2;;;4;3;2;4;2;1;7;4;1;3;4;2;2;;0,73386
355;2022-02-09;1;3;4;3;;;;;;;;;;;;;R3E;R3E0M2;3;1;6;1;0;0;1;2;3;4;6;4;1;0;0;0;0;3;0;2;3;0;0;0;3;4;3;4;3;4;3;2;4;4;3;4;3;4;5;4;3;4;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;6,40;5,20;12,00;15,40;10,10;9,90;1;4;2;3;2;2;4;3;4;4;3;3;4;3;4;3;4;3;3;;3;4;4;3;3;2;3;5;3;3;1;2;2;wanna more survey;0,52584
356;2022-02-09;1;5;1;1;;70;;;;;;;;;;;V9R;V9R5W5;4;1;3;0;0;2;0;2;5;3;5;5;1;0;0;0;0;2;0;2;0;0;0;0;4;5;5;5;4;4;5;2;4;5;5;2;5;5;5;3;5;6;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1,80;2,90;5,70;4,20;3,40;3,30;2;1;3;4;2;2;3;5;1;5;3;5;3;1;1;1;1;1;;;5;5;1;5;1;1;12;7;1;3;2;2;1;;2,80030
357;2022-02-09;1;5;1;1;;70;;;;;;;;;;;V3E;V3E3K7;6;1;6;0;0;0;2;3;2;2;2;2;1;0;0;0;0;3;1;2;0;0;0;0;3;4;4;3;5;5;4;6;4;4;3;3;5;3;3;6;2;3;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;4,30;3,60;999,00;999,00;9,00;9,00;1;4;2;3;2;1;3;4;4;5;4;4;5;5;5;5;4;1;;;1;3;5;4;5;2;12;4;1;3;1;1;1;;0,71177
358;2022-02-10;1;4;6;5;;;;6;;;;;;;;1;H3V;H3V1G1;3;1;5;0;0;0;3;2;4;4;4;6;0;0;1;1;1;2;1;2;3;0;0;0;1;3;1;1;3;2;2;1;2;5;1;1;4;4;4;1;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;1;1;0;1;0;0;0;3,30;4,80;10,00;14,10;7,40;9,40;3;2;1;4;1;1;3;3;3;3;3;3;3;5;5;5;2;3;1;;4;2;4;2;4;2;1;99;3;1;1;2;1;;0,70247
359;2022-02-09;2;5;6;5;;;;3;;;;1;;1;;2;G1J;G1J1M3;3;2;5;0;0;0;1;1;5;2;2;5;1;0;0;1;0;2;0;0;0;0;5;0;;;;;;;;5;4;5;4;3;3;4;4;5;3;4;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;2,50;3,00;8,00;10,00;6,00;7,00;3;4;2;1;2;2;3;5;3;4;3;4;4;5;5;4;4;3;2;;2;3;5;1;5;1;3;3;4;1;3;2;2;;0,60133
360;2022-02-09;1;3;1;1;;70;;;;;;;;;;;V2Y;V2Y3E1;3;1;5;0;0;0;2;3;2;2;1;2;1;0;0;0;0;5;0;0;0;4;0;0;;;;;;;;4;4;4;3;3;2;2;4;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;999,00;999,00;12,00;13,00;999,00;999,00;2;1;3;4;2;2;3;3;3;3;3;3;3;4;3;3;2;4;;3;2;2;4;2;4;2;98;4;96;1;1;3;3;;0,55375
361;2022-02-09;1;5;1;1;;71;;;;;;;;;;;V9L;V9L2W8;4;1;6;1;0;0;0;3;6;3;2;1;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;3;4;4;4;4;3;4;4;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;2,50;3,90;9,80;12,00;5,80;7,50;2;1;3;4;4;4;3;3;4;3;3;3;4;4;4;4;4;2;;;3;2;2;3;3;2;4;3;1;5;2;2;4;;1,54951
362;2022-02-09;1;5;5;4;;;55;;;;;;;;;;P6A;P6A2B4;4;2;2;1;1;1;1;2;6;5;99;5;1;0;1;0;0;2;1;2;0;0;0;0;3;4;4;4;4;3;3;1;4;4;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;3,00;3,00;8,00;8,00;5,00;5,00;2;3;1;4;1;1;4;4;4;4;4;4;4;4;4;4;4;2;;;4;4;3;4;4;1;4;4;1;2;4;2;4;;1,15632
363;2022-02-09;2;5;6;5;;;;6;;;;;;;;1;H2Z;H2Z0A2;2;2;5;0;0;0;1;1;5;6;5;7;0;0;1;0;0;2;1;2;0;0;0;0;5;2;2;2;4;5;5;3;5;4;5;2;5;5;5;4;6;3;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;3,00;3,20;13,40;10,40;3,60;5,40;3;4;1;2;1;1;4;5;3;5;5;5;5;5;5;5;4;3;3;;2;3;4;2;5;1;8;4;1;2;4;2;1;;0,33540
365;2022-02-09;1;4;1;1;;71;;;;;;;;;;;V9P;V9P9E9;5;1;5;0;0;0;1;2;5;3;2;1;1;0;0;1;0;2;0;0;0;4;0;0;;;;;;;;5;4;4;4;4;2;4;2;3;3;3;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;3,00;4,00;10,00;12,00;7,00;8,00;4;1;2;3;2;4;3;3;3;3;3;3;3;5;5;3;3;2;;;2;2;4;2;4;1;98;4;6;3;1;1;4;;0,60404
366;2022-02-09;1;3;5;4;;;60;;;;;;;;;;N8W;N8W3M6;6;1;4;0;1;0;1;2;6;3;2;4;1;0;0;0;0;1;1;2;0;0;0;0;4;2;2;1;1;1;1;6;4;4;2;3;1;1;1;3;3;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0,20;0,00;9,10;0,00;0,00;0,00;4;3;2;1;2;2;2;2;3;1;3;3;3;4;4;2;3;3;2;;1;2;4;2;5;1;4;2;6;3;1;1;3;;1,41812
367;2022-02-09;1;5;2;2;62;;;;;;;;;;;;;;6;2;2;0;0;0;0;2;4;99;99;3;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;5;5;3;5;5;3;3;4;4;4;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;2,00;2,00;6,00;5,00;5,00;5,50;4;2;1;3;1;2;2;1;1;3;4;4;4;5;5;3;2;1;;;2;2;5;2;5;2;3;99;6;6;1;1;4;;2,16139
368;2022-02-09;1;5;6;5;;;;6;;;;;;;;1;H3C;H3C0P3;3;2;5;0;1;0;0;2;5;5;2;2;1;0;0;0;0;2;1;2;0;0;0;0;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;3;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;4,00;3,00;10,00;10,00;6,90;7,20;4;2;1;3;2;1;3;3;3;3;3;4;4;5;5;5;2;1;;;4;4;4;4;5;1;3;4;1;1;2;2;1;;0,72416
369;2022-02-09;1;5;2;2;63;;;;;;;;;;;;T4P;T4P2V1;6;2;6;0;0;0;1;2;5;99;99;4;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;7;4;2;2;3;3;4;4;1;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;2,40;2,30;8,60;8,90;5,70;6,00;1;2;3;4;4;1;3;5;4;3;3;3;3;5;5;4;4;1;;;2;4;3;5;5;1;3;4;6;6;1;2;3;;0,90942
370;2022-02-09;1;5;1;1;;71;;;;;;;;;;;V0R;V0R2W2;4;2;2;0;1;1;1;2;7;5;1;1;1;0;0;1;0;2;0;0;0;4;0;0;;;;;;;;96;5;5;5;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;999,00;999,00;999,00;999,00;999,00;999,00;4;1;2;3;1;4;5;5;5;5;5;5;5;5;5;5;5;2;;;1;1;4;1;4;1;3;1;5;3;1;2;4;;2,71803
371;2022-02-09;2;3;6;5;;;;9;;;;;;;;3;G4R;G4R3T2;3;1;2;2;1;0;1;1;5;1;1;5;1;0;0;0;0;1;0;0;0;0;5;0;;;;;;;;2;1;1;2;2;2;1;1;2;3;4;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;4,00;4,00;12,00;11,90;8,00;8,00;4;1;2;3;2;1;2;4;3;3;3;4;3;4;3;1;3;4;;3;4;1;3;3;3;1;3;3;1;2;3;2;4;;1,10862
372;2022-02-09;1;5;1;1;;70;;;;;;;;;;;V6B;V6B6N6;5;1;6;0;0;0;1;2;6;2;2;7;0;0;1;1;0;2;0;2;0;0;0;0;4;2;3;2;1;1;1;6;3;4;2;2;3;4;4;3;2;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;3,90;3,10;10,70;10,90;7,00;7,30;4;1;3;2;2;2;4;4;5;3;4;3;3;4;4;4;4;1;;;2;1;4;3;5;2;12;3;6;3;2;1;1;;0,39669
373;2022-02-09;1;4;5;4;;;59;;;;;;;;;;L7M;L7M4L3;4;1;4;0;0;2;1;2;5;3;2;2;1;0;0;0;0;3;1;0;0;0;0;0;3;3;3;2;4;4;2;1;4;4;4;4;4;4;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0,00;0,00;12,00;7,70;8,00;8,80;4;3;2;1;2;3;2;4;5;4;4;3;4;5;4;4;4;2;;;3;2;5;3;5;1;12;5;1;3;1;1;3;;1,56332
375;2022-02-09;1;4;6;5;;;;6;;;;;;;;1;H9B;H9B2H7;4;1;5;1;0;0;2;1;5;2;1;2;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;6;4;4;4;4;2;2;2;3;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;999,00;999,00;9,20;0,00;0,00;0,00;1;3;2;4;2;4;3;3;3;2;2;2;3;4;3;2;2;2;;;2;2;3;2;4;1;11;5;1;2;1;1;3;;0,41807
376;2022-02-09;1;5;1;1;;71;;;;;;;;;;;V2V;V2V6N9;5;1;5;0;0;2;1;2;5;4;2;2;0;0;0;0;1;2;0;0;0;0;5;0;;;;;;;;5;3;3;3;3;3;3;3;6;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;2,00;2,50;9,90;10,70;6,00;6,50;3;1;2;4;4;4;3;5;5;2;5;1;1;5;5;2;5;1;;;1;1;5;1;5;1;98;2;6;3;1;1;4;;0,68485
377;2022-02-09;2;3;6;5;;;;11;;;;;;;;3;G0E;G0E1G0;2;2;4;0;1;1;5;1;6;3;7;2;1;0;0;0;0;3;0;2;0;0;0;0;3;4;5;2;3;4;2;2;3;4;5;3;4;2;5;4;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;5,50;3,00;16,50;7,80;8,00;10,30;2;1;4;3;2;1;3;4;1;4;4;2;3;4;2;4;5;3;3;;4;5;2;4;3;1;4;5;4;1;1;2;4;Non c’était intéres;0,71119
379;2022-02-09;1;5;5;4;;;59;;;;;;;;;;;;4;1;5;0;0;2;1;3;5;2;2;2;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;2;2;2;2;2;2;4;4;3;3;3;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;999,00;999,00;999,00;999,00;999,00;999,00;3;1;4;2;4;4;2;2;3;3;4;3;4;3;3;3;3;1;;;3;3;3;3;3;2;12;99;1;3;1;1;3;;0,56810
381;2022-02-09;2;5;6;5;;;;16;;;96;;;;;3;J2S;J2S9C7;4;2;6;0;0;0;1;1;5;3;3;5;1;0;0;0;0;2;1;2;0;0;0;0;3;4;1;1;1;5;5;2;5;5;2;3;2;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;3,00;3,70;10,00;10,00;7,00;7,00;2;1;3;4;2;1;1;5;5;5;5;4;4;5;5;5;1;3;6;;1;1;3;2;4;1;8;3;1;1;1;1;4;;0,31894
382;2022-02-10;1;5;5;4;;;57;;;;;;;;;;K2C;K2C0Z3;3;2;6;0;0;0;1;1;5;1;1;1;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;1;1;4;1;1;3;4;4;2;2;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;0;1;0;0;0;1;1;0;0;0;0;0;0;999,00;999,00;12,00;12,00;11,30;3,40;1;2;3;4;2;2;2;4;5;3;5;2;4;4;3;2;4;2;;;2;1;4;1;5;1;3;3;1;1;1;2;2;;0,36732
383;2022-02-09;1;5;5;4;;;50;;;;;;;;;;L8T;L8T1S3;4;1;2;0;0;0;0;2;5;1;1;1;1;0;0;0;0;2;0;0;0;4;0;0;;;;;;;;5;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;1;0;0;1;0;0;0;0;0;0;0;0;0;2,00;2,50;8,00;9,00;5,00;6,00;4;3;2;1;2;3;2;1;1;1;2;1;1;1;1;1;3;2;;;5;3;1;5;1;1;1;4;7;1;4;2;2;;1,27776
384;2022-02-09;1;4;10;6;;;;;;;;;;;;;A2H;A2H6Z9;4;2;4;0;0;1;1;2;5;99;99;99;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;6;5;5;3;3;3;3;3;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;999,00;999,00;999,00;999,00;999,00;999,00;2;1;3;4;2;4;3;3;3;3;4;5;4;4;4;3;3;1;;;1;4;4;3;4;1;9;4;1;3;1;1;4;;1,27815
385;2022-02-09;1;5;2;2;61;;;;;;;;;;;;T3H;T3H3T8;4;2;5;0;0;0;3;2;5;1;2;1;1;0;0;0;0;2;0;0;0;0;5;0;;;;;;;;5;5;5;2;2;1;5;5;3;1;4;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1,00;2,00;8,00;9,00;4,00;5,00;4;1;2;3;2;1;1;4;2;5;3;4;4;5;4;2;5;2;;;2;2;4;2;4;1;10;5;5;3;1;1;1;Food products offered in bulk need to be protected from possible contamination in order to be appealing.  With the pump style shown you would be touching something that everyone else was touching, that is not very appealing at all.  Also product freshness is a concern.;0,67554
386;2022-02-09;1;4;1;1;;70;;;;;;;;;;;V3H;V3H4X2;4;1;6;0;0;0;2;2;7;5;3;1;1;0;0;0;0;3;0;0;0;4;0;0;;;;;;;;6;4;4;4;3;4;4;4;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;3,40;2,80;9,00;9,00;6,20;5,90;1;3;2;4;2;2;5;3;3;3;3;3;3;4;4;4;4;1;;;1;2;5;1;5;1;12;4;1;3;1;1;3;;0,89753
387;2022-02-09;2;3;6;5;;;;15;;17;;;;;;1;J7Y;J7Y4V8;2;1;4;0;0;0;5;1;6;4;2;2;1;0;0;0;0;1;0;0;0;4;0;0;;;;;;;;5;5;2;2;2;2;2;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;4,00;4,00;12,00;12,00;8,00;8,00;3;2;1;4;2;2;3;4;4;4;4;4;2;4;4;4;2;2;;;3;2;2;2;5;1;11;2;3;1;1;1;3;;1,26866
